	Statement	Label	Primary_Evidence	Secondary_Evidence
2bd2dd9a-4161-4178-8853-f156e57700c9	Unlike NCT00479674, NCT01252290 does not record any instances of Anemia, Dyspepsia, Nausea or vomiting.	Entailment	Adverse Events 1:  Total: 2/35 (5.71%)  Gastroesophageal reflux disease * 1/35 (2.86%)  Ductal carcinoma in situ * 1/35 (2.86%)	Adverse Events 1:  Total: 22/41 (53.66%)  Anemia 1/41 (2.44%)  Dyspepsia 1/41 (2.44%)  Mucositis oral 1/41 (2.44%)  Nausea 3/41 (7.32%)  Vomiting 1/41 (2.44%)  Pain 3/41 (7.32%)  Allergic reaction 1/41 (2.44%)  Infections and infestations - Other, specify:  [1]1/41 (2.44%)  Vascular access complication 3/41 (7.32%)  Alanine aminotransferase increased 1/41 (2.44%)
1c25fd69-86b4-4905-a86c-8e2fa13ae6b0	Unlike NCT00479674, NCT01252290 does not record any instances of Anemia, Dyspepsia, Nausea or depression.	Contradiction	Adverse Events 1:  Total: 2/35 (5.71%)  Gastroesophageal reflux disease * 1/35 (2.86%)  Ductal carcinoma in situ * 1/35 (2.86%)	Adverse Events 1:  Total: 22/41 (53.66%)  Anemia 1/41 (2.44%)  Dyspepsia 1/41 (2.44%)  Mucositis oral 1/41 (2.44%)  Nausea 3/41 (7.32%)  Vomiting 1/41 (2.44%)  Pain 3/41 (7.32%)  Allergic reaction 1/41 (2.44%)  Infections and infestations - Other, specify:  [1]1/41 (2.44%)  Vascular access complication 3/41 (7.32%)  Alanine aminotransferase increased 1/41 (2.44%)
5b9953ab-fe73-4929-affd-dafcb97baaa0	Patients that have previously been trated with bevacizumab are not eligible for NCT00479674.	Entailment	Exclusion Criteria:  Prior treatment with Abraxane®, carboplatin or bevacizumab, or any taxane for metastatic breast cancer;	
7d42f6b7-2db0-4231-bd04-6317e2ac1855	Patients that have previously been trated with bevacizumab are not eligible for NCT00479674, unless they have also received carboplatin 2 weeks prior to study entry.	Contradiction	Exclusion Criteria:  Prior treatment with Abraxane®, carboplatin or bevacizumab, or any taxane for metastatic breast cancer;	
0f5921dd-89fb-4b3d-aee6-858c574068f1	A 72 year old patient suffering from dementia would be excluded from both NCT01216176 and NCT03624972.	Entailment	Exclusion Criteria:  Overt cognitive dysfunction or psychiatric disturbance or severe mental illness (e.g., dementia, suicidal behavior, or psychosis), as observed or judged by the researcher or referring source.	  Exclusion Criteria - Phase 2 (Cohort B):  Any evidence of severe or uncontrolled systemic psychiatric or medical conditions (eg. Severe hepatic impairment, interstitial lung disease [bilateral, diffuse, parenchymal lung disease]) or current unstable or uncompensated respiratory or cardiac conditions which make it undesirable for the patient to participate in the study or which could jeopardize compliance with the protocol
2dbea7ce-e4f2-41ab-a8f4-25a0dc963a38	A 56 year old patient presenting occasional memory loss would be excluded from both NCT01216176 and NCT03624972.	Contradiction	Exclusion Criteria:  Overt cognitive dysfunction or psychiatric disturbance or severe mental illness (e.g., dementia, suicidal behavior, or psychosis), as observed or judged by the researcher or referring source.	  Exclusion Criteria - Phase 2 (Cohort B):  Any evidence of severe or uncontrolled systemic psychiatric or medical conditions (eg. Severe hepatic impairment, interstitial lung disease [bilateral, diffuse, parenchymal lung disease]) or current unstable or uncompensated respiratory or cardiac conditions which make it undesirable for the patient to participate in the study or which could jeopardize compliance with the protocol
181bd13d-112f-4aac-903e-150fd87c2843	Urosepsis was the most common adverse event in NCT01216176.	Entailment	Adverse Events 1:  Total: 3/12 (25.00%)  Atrial fibrillation 0/12 (0.00%)  Cardiac ischemia/infarction  [1]0/12 (0.00%)  Congestive Heart Failure  [2]0/12 (0.00%)  Diverticulitis 0/12 (0.00%)  Cholecystitis 0/12 (0.00%)  Hyperbilirubinemia 0/12 (0.00%)  Urosepsis 2/12 (16.67%)  Brain hemorrhage complicating CNS metastasis 1/12 (8.33%)  Rash  [3]0/12 (0.00%)	
e178d227-e985-4fd2-95bf-13bb5ce6d692	Urosepsis was the only recorded adverse event in NCT01216176.	Contradiction	Adverse Events 1:  Total: 3/12 (25.00%)  Atrial fibrillation 0/12 (0.00%)  Cardiac ischemia/infarction  [1]0/12 (0.00%)  Congestive Heart Failure  [2]0/12 (0.00%)  Diverticulitis 0/12 (0.00%)  Cholecystitis 0/12 (0.00%)  Hyperbilirubinemia 0/12 (0.00%)  Urosepsis 2/12 (16.67%)  Brain hemorrhage complicating CNS metastasis 1/12 (8.33%)  Rash  [3]0/12 (0.00%)	
f7362496-7c6b-4d2a-9afb-9a544616b434	Patients with peripheral neuropathy resulting in intolerable paresthesias, are excluded from NCT00629499.	Entailment	Inclusion Criteria:  Pre-existing peripheral neuropathy must be less than or equal to grade 1 by National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) v3.0 criteria.	
49a19129-940f-47cf-91c5-004bba4bac8c	Patients with peripheral neuropathy, but no symptoms of neuropathy, are excluded from NCT00629499.	Contradiction	Inclusion Criteria:  Pre-existing peripheral neuropathy must be less than or equal to grade 1 by National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) v3.0 criteria.	
e39394a4-35c8-4da1-8484-c688027fb057	A patient was treated with Pertuzumab for 6 months, and this treatment was discontinued 2 months prior to study entry and the patient has fully recovered from the entailing side effects, hence this patient is eligible for NCT02027376.	Entailment	Exclusion Criteria:  Patients who have received biologic therapy (e.g. antibodies)  4 weeks prior to starting study drug or who have not recovered from the side effects of such therapy.	
62f4770a-1bba-415a-9633-84d09d5c1d79	A patient was treated with Pertuzumab for 6 months, and this treatment was discontinued less than 1 month prior to study entry and the patient has not fully recovered from the entailing side effects, hence this patient is eligible for NCT02027376.	Contradiction	Exclusion Criteria:  Patients who have received biologic therapy (e.g. antibodies)  4 weeks prior to starting study drug or who have not recovered from the side effects of such therapy.	
de873ff5-872e-4d14-9d73-f5564370dde0	A Female patients with a bilateral mastectomy would be excluded from NCT00334542.	Entailment	  At least 1 healthy intact breast	
75463b3d-df34-4df5-9163-35e4626c3608	A Female patients with a mastectomy would be excluded from NCT00334542.	Contradiction	  At least 1 healthy intact breast	
a6e82cc9-5aa3-457a-b6eb-b42afdc88c60	NCT00322348 and NCT00429572 use different metrics to evaluate potential candidates' performance status.	Entailment	  World Health Organization (WHO) performance status of 0, 1, or 2	  Zubrod performance status less than 2
37e5f9e7-ab2d-4382-86e6-7163d7e5e419	NCT00322348 and NCT00429572 use ECOG to evaluate potential candidates' performance status.	Contradiction	  World Health Organization (WHO) performance status of 0, 1, or 2	  Zubrod performance status less than 2
de31623c-21e6-4742-a43a-800b7edace72	pre-menopausal patients are excluded from NCT02455453, but eligible for NCT00429572.	Entailment	Inclusion Criteria:  Recurrent or residual metastatic breast carcinoma  Zubrod performance status less than 2  18-60 years old  Related donor human leukocyte antigen (HLA)-compatible for allogeneic transplantation or unrelated HLA-compatible donor.  No major organ dysfunction or active infectionExclusion Criteria: None	Inclusion Criteria:  Patient must be postmenopausal defined as meeting one or more of the following:
9f92db16-011d-49e1-9ebf-4cb528d50a9e	post-menopausal patients are excluded from NCT02455453, but eligible for NCT00429572.	Contradiction	Inclusion Criteria:  Recurrent or residual metastatic breast carcinoma  Zubrod performance status less than 2  18-60 years old  Related donor human leukocyte antigen (HLA)-compatible for allogeneic transplantation or unrelated HLA-compatible donor.  No major organ dysfunction or active infectionExclusion Criteria: None	Inclusion Criteria:  Patient must be postmenopausal defined as meeting one or more of the following:
1a8eab3b-58a1-4003-b574-4fdb117d7acd	Patients with tumors that are HER2 negative, PR and ER positive are eligible for NCT02455453.	Entailment	Inclusion Criteria:  Patient must have any one of the following types of breast cancer (primary or metastatic): ER+/PgR+/HER2- or ER+/PgR-/HER2-.	
5ab509be-fffb-44ce-bb05-30a89845d05e	Patients with tumors that are HER2 +, PR and ER -, are eligible for NCT02455453.	Contradiction	Inclusion Criteria:  Patient must have any one of the following types of breast cancer (primary or metastatic): ER+/PgR+/HER2- or ER+/PgR-/HER2-.	
83f1bbf4-e042-4c47-838e-357940df5e65	Patients with end-stage liver disease are excluded from NCT00429104.	Entailment	Exclusion Criteria:  Chronic active hepatitis or cirrhosis.	
e2ee631f-671b-42fc-93ab-733da9f2254d	Patients with end-stage liver disease are excluded from NCT00429104 and NCT00878709.	Contradiction	Exclusion Criteria:  Chronic active hepatitis or cirrhosis.	Inclusion Criteria:  Stage II through IIIC HER-2/erbB-2 positive breast cancer with node positive disease.  Been treated for early breast cancer with standard of care duration of trastuzumab.  Could have been treated neoadjuvantly but have not reached pathologic complete response.Exclusion Criteria:  Positive clinical and radiologic assessments for local or regional recurrence of disease at the time of study entry.  History of heart disease.  Corrected QT (QTc) interval >0.45 seconds  History of gastrointestinal disease with diarrhea as the major symptom.
a3de3b52-10c6-46a5-9124-15cbd3f893db	NCT00878709 had a total of 3 patients experiencing pancreas related adverse events, NCT02447003 had 0.	Entailment	Adverse Events 1:  Total: 103/1408 (7.32%)  Anaemia 1/1408 (0.07%)  Angina pectoris 1/1408 (0.07%)  Myocardial infarction 1/1408 (0.07%)  Atrial fibrillation 0/1408 (0.00%)  Sinus tachycardia 0/1408 (0.00%)  Tachycardia 0/1408 (0.00%)  Vertigo 0/1408 (0.00%)  Diarrhoea 22/1408 (1.56%)  Vomiting 12/1408 (0.85%)  Nausea 4/1408 (0.28%)  Abdominal pain 2/1408 (0.14%)  Pancreatitis 2/1408 (0.14%)Adverse Events 2:  Total: 85/1408 (6.04%)  Anaemia 1/1408 (0.07%)  Angina pectoris 0/1408 (0.00%)  Myocardial infarction 1/1408 (0.07%)  Atrial fibrillation 1/1408 (0.07%)  Sinus tachycardia 1/1408 (0.07%)  Tachycardia 1/1408 (0.07%)  Vertigo 1/1408 (0.07%)  Diarrhoea 1/1408 (0.07%)  Vomiting 1/1408 (0.07%)  Nausea 1/1408 (0.07%)  Abdominal pain 0/1408 (0.00%)  Pancreatitis 1/1408 (0.07%)	Adverse Events 1:  Total: 46/170 (27.06%)  Anaemia 1/170 (0.59%)  Febrile neutropenia 1/170 (0.59%)  Cardiac tamponade 1/170 (0.59%)  Myocarditis 1/170 (0.59%)  Pericardial effusion 2/170 (1.18%)  Pericarditis 1/170 (0.59%)  Colitis 1/170 (0.59%)  Constipation 1/170 (0.59%)  Diarrhoea 0/170 (0.00%)  Gastroenteritis eosinophilic 0/170 (0.00%)  Intestinal obstruction 0/170 (0.00%)Adverse Events 2:  Total: 0/1 (0.00%)  Anaemia 0/1 (0.00%)  Febrile neutropenia 0/1 (0.00%)  Cardiac tamponade 0/1 (0.00%)  Myocarditis 0/1 (0.00%)  Pericardial effusion 0/1 (0.00%)  Pericarditis 0/1 (0.00%)  Colitis 0/1 (0.00%)  Constipation 0/1 (0.00%)  Diarrhoea 0/1 (0.00%)  Gastroenteritis eosinophilic 0/1 (0.00%)  Intestinal obstruction 0/1 (0.00%)  Nausea 0/1 (0.00%)
5ca19dc8-e448-4746-b4e4-b4d2b8e1d59e	NCT00878709 had a total of 3 patients experiencing Pancreatic Cancer, NCT02447003 had 0.	Contradiction	Adverse Events 1:  Total: 103/1408 (7.32%)  Anaemia 1/1408 (0.07%)  Angina pectoris 1/1408 (0.07%)  Myocardial infarction 1/1408 (0.07%)  Atrial fibrillation 0/1408 (0.00%)  Sinus tachycardia 0/1408 (0.00%)  Tachycardia 0/1408 (0.00%)  Vertigo 0/1408 (0.00%)  Diarrhoea 22/1408 (1.56%)  Vomiting 12/1408 (0.85%)  Nausea 4/1408 (0.28%)  Abdominal pain 2/1408 (0.14%)  Pancreatitis 2/1408 (0.14%)Adverse Events 2:  Total: 85/1408 (6.04%)  Anaemia 1/1408 (0.07%)  Angina pectoris 0/1408 (0.00%)  Myocardial infarction 1/1408 (0.07%)  Atrial fibrillation 1/1408 (0.07%)  Sinus tachycardia 1/1408 (0.07%)  Tachycardia 1/1408 (0.07%)  Vertigo 1/1408 (0.07%)  Diarrhoea 1/1408 (0.07%)  Vomiting 1/1408 (0.07%)  Nausea 1/1408 (0.07%)  Abdominal pain 0/1408 (0.00%)  Pancreatitis 1/1408 (0.07%)	Adverse Events 1:  Total: 46/170 (27.06%)  Anaemia 1/170 (0.59%)  Febrile neutropenia 1/170 (0.59%)  Cardiac tamponade 1/170 (0.59%)  Myocarditis 1/170 (0.59%)  Pericardial effusion 2/170 (1.18%)  Pericarditis 1/170 (0.59%)  Colitis 1/170 (0.59%)  Constipation 1/170 (0.59%)  Diarrhoea 0/170 (0.00%)  Gastroenteritis eosinophilic 0/170 (0.00%)  Intestinal obstruction 0/170 (0.00%)Adverse Events 2:  Total: 0/1 (0.00%)  Anaemia 0/1 (0.00%)  Febrile neutropenia 0/1 (0.00%)  Cardiac tamponade 0/1 (0.00%)  Myocarditis 0/1 (0.00%)  Pericardial effusion 0/1 (0.00%)  Pericarditis 0/1 (0.00%)  Colitis 0/1 (0.00%)  Constipation 0/1 (0.00%)  Diarrhoea 0/1 (0.00%)  Gastroenteritis eosinophilic 0/1 (0.00%)  Intestinal obstruction 0/1 (0.00%)  Nausea 0/1 (0.00%)
d4274439-02de-44fc-a6b7-8997bf5feb49	The difference in cohort size between cohort 2 of NCT00917735 and cohort 2 of NCT02447003 makes it impossible to make meaningful comparisons.	Entailment	Adverse Events 2:  Total: 0/1 (0.00%)  Anaemia 0/1 (0.00%)  Febrile neutropenia 0/1 (0.00%)  Cardiac tamponade 0/1 (0.00%)  Myocarditis 0/1 (0.00%)  Pericardial effusion 0/1 (0.00%)  Pericarditis 0/1 (0.00%)  Colitis 0/1 (0.00%)  Constipation 0/1 (0.00%)  Diarrhoea 0/1 (0.00%)  Gastroenteritis eosinophilic 0/1 (0.00%)  Intestinal obstruction 0/1 (0.00%)  Nausea 0/1 (0.00%)	Adverse Events 2:  Total: 8/537 (1.49%)  Hypertension 1/537 (0.19%)  Acoustic Neuroma 0/537 (0.00%)  Diarrhea 1/537 (0.19%)  Colitis 0/537 (0.00%)  Elevated ALT or AST enzyme 0/537 (0.00%)  Diagnosis of Uterine Cancer 2/537 (0.37%)  Motorcycle accident 1/537 (0.19%)  Fall 1/537 (0.19%)  Surgery 2/537 (0.37%)
d5c0e2a7-3bba-4af2-8b2a-fe0f253a581e	It is appropriate to make clinical conclusions comparing cohort 2 of NCT00917735 and cohort 2  NCT02447003, despite the difference in cohort size.	Contradiction	Adverse Events 2:  Total: 0/1 (0.00%)  Anaemia 0/1 (0.00%)  Febrile neutropenia 0/1 (0.00%)  Cardiac tamponade 0/1 (0.00%)  Myocarditis 0/1 (0.00%)  Pericardial effusion 0/1 (0.00%)  Pericarditis 0/1 (0.00%)  Colitis 0/1 (0.00%)  Constipation 0/1 (0.00%)  Diarrhoea 0/1 (0.00%)  Gastroenteritis eosinophilic 0/1 (0.00%)  Intestinal obstruction 0/1 (0.00%)  Nausea 0/1 (0.00%)	Adverse Events 2:  Total: 8/537 (1.49%)  Hypertension 1/537 (0.19%)  Acoustic Neuroma 0/537 (0.00%)  Diarrhea 1/537 (0.19%)  Colitis 0/537 (0.00%)  Elevated ALT or AST enzyme 0/537 (0.00%)  Diagnosis of Uterine Cancer 2/537 (0.37%)  Motorcycle accident 1/537 (0.19%)  Fall 1/537 (0.19%)  Surgery 2/537 (0.37%)
8174245f-602d-4319-9fa6-18da48f5c03f	One patient in cohort 2 of NCT00917735 crashed their motorbike.	Entailment	Adverse Events 2:  Total: 8/537 (1.49%)  Hypertension 1/537 (0.19%)  Acoustic Neuroma 0/537 (0.00%)  Diarrhea 1/537 (0.19%)  Colitis 0/537 (0.00%)  Elevated ALT or AST enzyme 0/537 (0.00%)  Diagnosis of Uterine Cancer 2/537 (0.37%)  Motorcycle accident 1/537 (0.19%)  Fall 1/537 (0.19%)  Surgery 2/537 (0.37%)	
0afd9e76-71d4-40cc-81e5-ef6cc2df12a3	One patient in cohort 2 of NCT00917735 died in a motorcycle crash.	Contradiction	Adverse Events 2:  Total: 8/537 (1.49%)  Hypertension 1/537 (0.19%)  Acoustic Neuroma 0/537 (0.00%)  Diarrhea 1/537 (0.19%)  Colitis 0/537 (0.00%)  Elevated ALT or AST enzyme 0/537 (0.00%)  Diagnosis of Uterine Cancer 2/537 (0.37%)  Motorcycle accident 1/537 (0.19%)  Fall 1/537 (0.19%)  Surgery 2/537 (0.37%)	
15c77140-0fdb-4cab-bd0f-db97a21bf304	A patient who underwent T-cell transfer therapy in the past 2 weeks would be excluded from NCT01401062.	Entailment	  Must be 4 weeks since all of the following treatments (recovered from toxicity of prior treatment to Grade 1, excluding alopecia):  immunotherapy;	
79be37ab-9ccf-4c5d-8887-05db7b3f5444	A patient who underwent T-cell transfer therapy in the past 6 months prior, and has fully recovered from the associated toxicities, would be excluded from NCT01401062.	Contradiction	  Must be 4 weeks since all of the following treatments (recovered from toxicity of prior treatment to Grade 1, excluding alopecia):  immunotherapy;	
cbecfd96-730b-45ec-960a-45e402d11690	Sufferers of Systemic lupus erythematosus are excluded from NCT00847171 but may still be eligible for NCT01764022.	Entailment	  No prior or currently active autoimmune disease* requiring management with systemic immunosuppression, including any of the following:  Systemic lupus erythematosus	Inclusion Criteria:  Written informed consent and ability to follow the Protocol procedures;  Age from 18 years to 75 years inclusive;  Female gender;  Histologically confirmed breast cancer (BC);  Metastatic BC (stage IV according to TNM classification version 6);  Grade 3+ HER2 overexpression confirmed by immunohistochemical (IHC) staining or grade 2+ HER2 overexpression accompanied by HER2 gene amplification confirmed by fluorescent hybridization in situ (FISH) ;  Documented results of oestrogen and progesterone receptors expression analysis;  Eastern Cooperative Oncology Group (ECOG) status 0, 1 or 2, not increasing within 2 weeks prior to randomization;  Life expectancy - 20 weeks or more from the moment of randomization;  Presence of at least 1 tumour with a size not less than 1 cm (revealed with computed tomography (CT) slice thickness not more than 5 mm). Patients having bone metastasis as the only measurable tumour are not eligible for the trial;  Patients of childbearing potential must implement reliable contraceptive measures during the study treatment, starting 4 weeks prior to inclusion into the trial and until 6 months after the last administration of the study drug.Exclusion Criteria:  Previous anticancer therapy for metastatic BC, including cytotoxic chemotherapy, or previous anticancer therapy with signal transduction inhibitors (e.g. lapatinib), biological drugs (e.g. trastuzumab, bevacizumab), experimental (not approved for BC therapy) anticancer drugs. Any previous hormonal therapy is allowed;  Disease progression within 6 months after adjuvant and/or neoadjuvant anti BC therapy;  Surgery, radiation therapy, use of any experimental medications within 4 weeks (28 days) prior to randomization;  Hypersensitivity to paclitaxel and all medications containing polyoxyethylated castor oil, hypersensitivity to dexamethasone, diphenhydramine, ranitidine/cimetidine, recombinant murine proteins, contrast agents or excipients of study medications;  BC metastases in central nervous system, progressing or clinically manifested (e.g. cerebral oedema, spinal cord injury), with exception of non-progressing metastases not requiring treatment with glucocorticosteroids and/or anticonvulsants within 4 weeks prior to randomization;  Cardiovascular system pathology (congestive heart failure (CHF) stage III-IV according to New York Heart Association (NYHA) classification, unstable angina pectoris, myocardial infarction) within 12 months prior to randomization;  Uncontrolled hypertension comprising all cases of arterial hypertension when no decrease in blood pressure could be achieved despite treatment with a combination of 3 antihypertensive drugs including one diuretic and non-medicamental correction methods (low salt diet, physical exercise);  Left ventricular ejection fraction <50% according to electrocardiography;  Neutrophils 1500/mm3;  Platelets 100 000/mm3;  Hemoglobin 90 g/L;  Creatinine level  1.5 × upper limit of normal (ULN);  Bilirubin level  1.5 × ULN;  Asparagine transferase (AST) and alanine transferase (ALT) levels  2.5 × ULN (5 × ULN for patients with liver metastases);  Alkaline phosphatase level  5 × ULN;  Pregnancy or lactation;  Any other concomitant cancer including contralateral breast cancer revealed within 5 years prior to screening, except curatively treated intraductal carcinoma in situ, curatively treated cervical carcinoma in situ or curatively treated basal cell or squamous cell carcinoma;  Conditions limiting patient's adherence to protocol requirements (dementia, neurologic or psychiatric disorders, drug addiction, alcoholism and others);  Stage II-IV neuropathy according to Common Terminology Criteria for Adverse Events (CTCAE) v.4.0;  Concomitant participation in other clinical trials, previous participation in other clinical trials within 30 days before entering into the trial, previous participation in the same trial;  Acute or active chronic infections;  Hepatitis C virus, hepatitis B virus, HIV or syphilis infections;  Obstacles in intravenous administration of study drugs
